lemon,13
of,39
troy,1
wet,2
cement,3
is,27
there,11
any,2
sweeter,1
sign,1
well,5
maybe,2
high,1
voltage,1
hello,3
son,5
you,61
want,3
to,49
try,2
this,33
flying,2
motorcycle,2
i,54
just,10
invented,2
no,14
time,11
okay,8
for,7
the,63
ages,1
like,7
stonehenge,1
site,2
will,5
forever,2
be,8
a,58
mystery,2
who,5
was,12
bart,12
and,42
how,3
did,4
he,10
manage,1
write,2
his,6
name,3
in,34
solid,1
must've,1
been,5
smarter,1
than,2
sister,1
lisa,1
about,5
whom,1
we,18
know,15
nothing,2
say,7
let's,8
bring,1
him,11
back,10
life,2
by,4
using,1
technology,1
ay,1
caramba,1
what's,4
normal,1
amazes,1
us,13
our,17
new,3
god,1
good,4
somebody's,1
shadow,1
i'll,7
turn,1
brag,1
my,15
work,2
you've,2
graffito,1
tagged,1
public,1
property,1
it,33
an,3
accident,1
can't,3
believe,2
vandalized,1
your,16
own,2
hometown,1
what,15
would,3
jebediah,2
springfield,21
he'd,1
cool,3
with,13
homer,2
please,2
help,2
me,16
make,5
big,2
deal,1
nobody,2
cared,1
when,11
bogart,1
defaced,1
that,36
sidewalk,2
hollywood,1
i'm,8
shocked,1
whole,4
family,1
whatever,2
happened,3
old,2
fashioned,1
town,16
pride,2
it's,7
going,7
down,5
since,2
lake,1
caught,1
fire,2
now,13
darn,1
minute,3
part,8
are,13
isotopes,1
cap,1
wear,2
you're,9
wearing,2
eat,5
fish,1
from,8
river,1
eating,3
lemonade,6
trees,1
drinking,1
mom,3
give,2
lecture,1
boring,1
have,3
roots,1
ought,1
show,2
respect,1
all,14
sorry,2
repeat,1
myself,1
but,12
it'll,1
remember,2
wow,1
does,1
hey,11
gonna,9
win,1
some,7
season,1
comes,1
catching,1
trout,1
beats,1
german,1
light,1
infantry,1
beautiful,1
aren't,1
they,11
yep,1
huck,1
them,4
at,8
cars,1
milhouse,11
how's,1
business,1
clearly,1
booming,1
don't,9
even,2
bought,1
pity,1
glass,2
we've,3
squozen,1
supply,1
tree,13
thar,1
she,1
grows,1
i've,2
thinking,1
ain't,1
so,7
bad,3
friends,3
lots,1
lemons,4
numerous,1
angel,1
sightings,1
get,17
right,4
springfield's,2
