the,81
simpsons,1
scuse,1
me,7
while,3
i,59
miss,2
sky,7
d'oh,1
ah,4
before,1
we,19
begin,1
may,6
remind,1
you,70
school,4
computers,1
are,11
not,13
to,44
be,23
used,2
access,2
principalskinnerstinks,1
com,2
skinnersucks,1
org,1
or,11
shavethisskinner,1
edu,1
he,5
didn't,1
say,8
anything,2
about,8
skinnerlnashredder,1
let's,3
make,5
this,24
best,3
year,3
ever,5
today,1
have,8
a,60
special,1
guest,1
documentary,2
filmmaker,1
whose,1
works,1
include,2
lost,1
luggage,1
shattered,1
lives,1
and,35
upskirt,1
dreams,2
please,2
welcome,1
declan,1
desmond,1
thank,4
now,9
when,2
think,5
of,32
documentaries,1
probably,1
maysles,1
brothers,1
barbara,1
kopple,1
well,6
they're,4
good,6
enough,4
wipe,1
my,21
lens,1
here's,1
look,12
at,12
work,4
film,1
made,4
krusty,2
burger,2
do,12
want,6
lies,1
with,13
that,23
does,4
it,22
bother,1
uses,1
mad,1
cow,1
beef,1
save,1
money,2
no,12
because,2
they,11
pass,1
savings,1
on,13
consumer,1
aren't,1
ashamed,1
lend,1
your,17
likeness,1
substandard,1
food,1
give,1
people,5
meat,1
like,9
some,3
kind,1
cola,1
still,3
get,11
change,1
back,5
from,7
their,2
50,1
customers,1
shocked,1
by,5
footage,1
stapling,1
together,2
abandoned,1
half,2
eaten,1
burgers,1
as,4
new,4
ew,2
powerful,1
he's,3
gonna,10
springfield,6
elementary,2
which,3
assume,1
will,11
glowing,1
positive,1
unlike,1
all,9
his,4
other,1
right,5
everyone,1
i'm,10
filming,1
yourselves,1
see,10
troubled,1
children,1
brooding,1
bullies,1
doling,1
out,12
what,11
for,13
us,2
cool,3
kids,2
should,4
just,6
chill,1
you're,9
doing,2
great,3
stay,1
dink,1
america,2
is,17
supposed,1
democracy,1
but,9
in,22
schoolyard,1
rules,1
springfield's,3
machiavelli,1
monkey,1
bars,1
one,7
bartholomew,1
simpson,4
today's,1
royal,1
agenda,1
ow,5
munch,1
mud,1
telling,1
oh,16
man,2
flash,1
bart's,1
glory,1
has,5
gone,1
way,6
england's,1
masculinity,1
it's,14
dangerous,1
life,6
being,1
hall,1
monitor,1
leave,3
home,2
morning,1
kissing,1
dolls,1
goodbye,1
last,3
time,7
sash,1
says,1
ultraman,1
we've,2
seen,4
realize,1
our,4
nitwits,1
nelsons,1
why,6
don't,9
open,3
door,1
random,1
typical,1
student,2
lisa,8
hello,1
i've,5
been,2
listening,2
bach,1
reading,1
sixth,1
grade,1
level,1
indeed,1
hitting,1
off,2
already,1
haven't,3
such,1
natural,1
pair,1
since,4
sandwich,1
soup,1
day,5
i'll,5
two,4
alone,2
remember,2
far,2
knows,1
teach,1
math,1
hmm,4
can't,7
help,2
wonder,1
if,4
bit,1
put,1
whatever,2
mean,2
whoa,2
huh,3
go,6
aberdeen,1
ha,10
blame,1
principal,1
skinner,1
wanting,1
feature,1
that's,9
am,3
young,3
gifted,1
yellow,1
interests,1
music,1
science,1
justice,1
animals,2
shapes,1
feelings,2
so,7
yourself,1
more,5
buffet,1
style,1
intellectual,1
picking,1
nibbling,1
until,1
38,1
managing,1
barnes,1
noble,1
hey,7
happen,1
afraid,1
dilettante,1
pick,3
path,2
follow,1
you'll,1
grow,1
up,10
slog,1
through,2
mount,1
holyoke,1
squeeze,1
babies,1
stop,2
nelson,2
nailed,1
dirt,1
thinks,1
anymore,2
even,4
kid,2
wears,1
diapers,1
popular,2
ain't,2
bounce,3
always,1
after,3
accidentally,1
called,1
teacher,1
mom,4
beat,1
passed,1
what's,4
hood,7
ornament,8
around,2
neck,1
snapped,1
jerk's,1
car,5
could,3
prison,1
wow,2
only,3
cooler,1
than,6
him,1
gotta,5
steal,1
how,4
something,3
wrong,1
touched,2
dinnerables,1
steals,1
king,1
left,1
become,1
biggest,1
drunk,1
town's,1
pfft,1
talking,2
won't,1
there,5
bumming,1
cancel,1
test,1
dad,9
lacks,1
direction,1
concern,2
serious,1
never,2
chose,1
kept,1
options,1
can,7
finally,1
die,1
career,3
find,1
museum,1
least,1
fixed,1
mislabeled,1
raccoon,1
complained,1
maybe,3
an,4
expert,1
dinosaurs,1
little,1
girl,2
spent,1
30,1
years,2
brushing,1
teeth,1
dead,1
monsters,2
geology,1
formed,1
unimaginable,1
heat,1
pressure,1
deep,1
inside,1
earth,2
minerals,1
explode,1
vast,1
panoply,1
dawn,1
travelers,1
looking,1
guidance,1
turned,2
heavens,1
polaris,1
star,1
north,1
mighty,1
orion's,1
belt,1
majestic,1
milky,1
familiar,1
blue,2
planet,1
call,1
rigel,1
vii,1
too,1
scratched,1
surface,1
universe,1
who,6
discover,1
wonders,1
lie,1
beyond,1
galaxy,1
astronomer,3
press,1
reset,1
button,1
sweetie,1
daddy,1
doesn't,1
unless,1
take,2
check,4
certainly,1
boing,1
did,4
course,1
duh,1
implying,1
dumb,1
god,4
space,2
invading,1
moth,1
where,2
twist,1
thing,3
funny,1
patterns,1
kaleidoscope,1
smart,2
know,10
much,2
hurting,1
people's,3
okay,5
6,1
22,1
p,1
m,2
venus,1
visible,2
27,1
degrees,1
hiyo,1
