you're,6
listening,1
to,37
nationwide,1
public,1
radio,1
it's,17
now,6
2,1
o'clock,1
time,5
for,17
verbal,1
tea,1
with,6
amy,1
levine,1
gonzales,1
oh,9
boy,2
this,21
is,20
what,17
sunny,1
sunday,1
afternoons,1
are,18
today,2
we'll,1
discuss,1
a,50
dying,1
form,1
of,28
peruvian,1
banjo,1
music,2
dartmouth,1
banjologist,1
stephan,1
withmore,1
just,10
uh,1
not,9
that,21
good,5
in,16
our,6
second,1
hour,2
humorist,1
david,1
sedaris,1
takes,1
wry,1
look,5
at,14
overcrowding,2
america's,1
prisons,1
prison,1
i've,8
got,8
solution,1
my,29
god,3
usa,2
but,17
first,1
we're,6
giving,1
away,4
tickets,3
the,53
latest,2
film,2
by,3
acclaimed,1
director,1
ladswill,1
klernt,1
her,2
films,1
so,12
lyrical,1
phone,1
lines,1
gonna,5
be,12
jammed,1
winner,1
romanian,1
festival's,1
prestigious,1
golden,1
bucket,1
holy,1
crap,1
someone,2
actually,1
calling,1
hey,8
i,70
won,1
four,1
free,3
movie,2
and,29
it,18
starts,1
half,2
an,3
feel,4
like,14
roger,1
ebert,1
or,3
as,2
kiss,1
ass,3
new,3
partner,1
we,10
don't,12
have,12
sitter,1
maggie,3
she'll,1
fine,2
here,10
under,1
watchful,1
eye,1
grandma,1
shark,2
week,1
tv,2
babysitter,1
how,6
about,6
guy,2
homer,11
howdy,2
you,70
viewing,1
shampooing,1
shut,2
up,8
flanders,13
need,5
favor,1
would,6
mind,3
watching,5
while,2
it'll,1
only,5
until,2
later,1
ho,3
sorry,2
promise,1
rewind,1
videotapes,1
poor,2
come,7
on,13
isn't,2
bible,2
yours,2
say,6
love,3
thy,1
neighbor,6
why,10
won't,2
me,14
all,6
right,7
i'll,8
babysit,1
thanks,1
ned,10
wore,1
bathing,1
suit,1
bathtub,1
yeah,6
can't,6
see,7
own,4
shrinky,1
dinck,1
make,7
sense,1
instead,1
video,1
games,1
they,6
weird,2
newspapers,1
mum,1
am,7
butch,1
femme,1
honey,1
can,8
anything,3
wanna,4
theater,1
sucks,1
