helicopter,1
whirring,1
exclaiming,1
school,1
bell,1
ringing,1
barney,1
belches,1
whistle,1
blows,1
yells,2
beeping,1
playing,3
the,66
blues,2
d'oh,1
tires,1
screeching,1
grunts,2
groaning,1
i,80
don't,7
even,2
want,2
to,64
smell,1
sparkling,1
apple,2
juice,2
again,5
aw,3
poor,2
baby,2
come,6
on,22
bart,1
afraid,1
of,28
a,61
little,7
laughing,3
pig,1
in,33
blanket,3
dad's,1
underwear,1
aunt,1
selma's,1
leg,1
hate,1
new,8
year's,5
eve,3
can't,6
believe,2
made,4
out,10
with,11
ryan,1
seacrest,1
tv,2
screen,1
raspy,1
groan,2
let's,3
just,13
take,3
it,25
easy,1
we,9
all,9
mistakes,1
there's,2
only,4
one,9
upside,1
today,2
snoring,1
more,1
drink,2
marge,4
both,1
happy,1
year,4
aah,4
noisemakers,1
blaring,1
everyone,3
shush,1
why,6
are,14
you,69
hungover,1
didn't,4
see,2
last,1
night,1
got,8
secondhand,1
wasted,1
from,8
smooching,1
your,20
father,1
so,8
not,10
peep,1
anyone,2
till,1
fiesta,2
bowl,2
that's,9
for,17
five,1
hours,2
know,6
when,8
freaking,1
is,27
sweetie,1
relax,1
watch,2
some,2
drums,1
pounding,1
might,1
be,11
over,10
america,1
but,10
we're,6
still,3
rocking,1
hard,1
samoa,1
and,29
here,7
blue,6
angels,1
waking,1
up,10
shrieking,1
wah,2
birds,1
jet,1
engines,1
roaring,1
raucous,1
squawking,1
siren,1
whoops,1
well,8
simpson,5
you've,2
committed,1
springfield's,1
first,2
crime,3
write,3
him,10
lou,4
huh,6
what'd,1
do,11
failed,1
separate,1
bottles,1
newspapers,1
that,21
used,2
cover,1
two,2
public,2
nudities,1
poop,1
park,1
grumbles,1
vandalizing,1
city,1
property,1
what,14
hell,1
mild,1
obscenity,1
before,1
10,1
00,1
m,1
also,2
illegal,1
give,3
me,28
break,2
sorry,3
sir,1
no,17
pleasure,1
da,7
dee,1
hah,1
oh,11
yeah,3
since,2
this,17
against,1
law,1
as,9
jan,1
bunch,2
ordinances,1
uh,13
outrageous,1
financial,1
penalties,1
took,4
effect,1
get,11
government,2
runs,1
money,1
they,7
pass,1
lame,1
o,1
laws,1
sock,1
guy,7
fine,2
you're,6
telling,1
like,10
now,8
one's,1
going,10
cost,1
homer,15
wails,2
almost,1
1,1
000,1
rounding,1
total,1
50,1
whimpers,1
wow,3
11,1
old,2
it's,12
already,1
annus,1
horribilis,1
my,29
resolution,1
was,12
learn,1
latin,1
listen,1
who,5
fixes,1
things,2
folks,1
need,1
fixed,2
talk,1
about,4
eh,2
private,2
enough,2
dank,1
whoopsie,1
glinda,1
madame,1
morrible,1
flying,1
monkeys,1
there,6
can,10
tell,8
how,7
back,5
bar,4
moe,1
always,1
had,6
power,2
whoa,2
chimpan,1
maybe,1
should,2
let,6
these,2
people,2
enjoy,1
their,1
show,1
go,7
down,5
window,1
nine,1
at,3
courthouse,1
slip,1
100,1
bucks,1
record,1
clean,2
ain't,1
nothing,1
compare,1
groans,3
ten,4
minutes,1
wait,2
long,2
left,2
an,4
ice,2
cream,2
cone,1
cup,1
holder,1
hold,1
will,5
help,1
must,2
glass,1
grunting,2
chuckling,2
guns,5
cocking,1
under,1
arrest,1
attempted,1
bribery,1
official,1
chief,2
big,3
misunderstanding,1
meant,1
bride,1
wedding,1
present,1
thoughtful,1
bribe,1
cuff,1
supposed,2
happiest,1
day,1
life,3
ruined,1
hereby,1
sentenced,1
years,2
federal,1
penitentiary,1
okay,4
18,1
months,2
good,7
behavior,3
simpsons,1
dad,1
i'm,9
capable,1
gagging,1
angry,1
shouting,1
honor,1
would,6
request,1
sidebar,1
granted,1
screaming,2
wiggum,1
clicking,1
tongue,1
time,4
away,2
family,3
i'll,2
stuck,2
cell,2
unable,2
exercise,3
actually,1
most,1
convicts,1
work,2
crazy,2
repeat,1
look,1
thing,2
sooner,1
extremely,1
dangerous,1
currently,1
conducting,1
20,1
investigation,1
into,5
activities,1
anthony,1
fat,11
tony,14
d'amico,1
oops,1
wry,1
laugh,1
plant,2
tony's,1
gang,2
undercover,3
informant,2
he's,4
met,1
i've,6
been,5
his,7
house,1
briefly,1
conserigliary,1
consugly,1
canoliar,1
robert,1
duvall,1
knows,1
prison,3
disguise,1
name,3
johnny,2
obvious,1
melvin,1
mafia,1
known,2
nicky,7
pants,3
altosaxophony,1
keep,4
after,1
done,1
belongs,1
man,4
p,1
available,1
children,1
stay,1
disappointed,1
coos,1
admiration,1
pay,1
attention,1
move,2
he,14
takes,1
delivery,1
shipment,1
belgian,3
sideburn,1
fiber,1
optic,1
camera,1
right,2
wireless,1
mic,1
zoom,2
ayyy,5
ohhh,5
fuhgetaboutit,2
activates,1
auto,1
destruct,1
howling,1
hooting,1
dear,1
lord,1
sweet,1
homie,2
while,2
hoosegow,1
safe,1
shanks,1
shivs,1
become,1
rich,1
jail,1
yard,1
currencies,1
cigarettes,1
dried,1
fish,1
what's,5
coming,1
inmate,1
shrieks,1
i'd,2
third,1
helping,1
please,2
meat,1
diseased,1
pigeons,1
ladle,1
deep,1
where,4
beaks,1
hey,4
fb,1
mmph,1
stop,1
licking,1
hand,2
barbecue,1
sauce,2
here's,1
goes,1
rough,1
louie,3
then,5
stand,1
earning,1
trust,3
haven't,1
earned,2
if,6
based,1
lie,1
dime,2
store,2
morality,1
guards,1
ow,1
tough,1
yegg,1
beating,5
piece,1
have,8
face,4
gasps,3
worry,1
touch,1
we'll,1
make,3
sound,1
by,2
tenderizing,1
steaks,2
any,1
mean,1
impressed,1
agonized,1
yelling,1
mouth,2
sighs,2
keister,1
brought,1
someone,2
spring,1
us,2
escort,1
freedom,1
say,4
built,1
mob,2
construction,1
workers,1
called,1
won't,1
makes,1
feel,2
better,2
else,2
ooh,3
krusty,1
drunk,1
tank,1
aha,1
slurring,1
jews,1
control,1
media,1
jimmy,2
kimmel,1
frustrated,1
think,3
detect,1
distinct,1
lack,1
oregano,3
care,1
carry,1
basil,1
rosemary,1
ketchup,1
packet,1
boss,3
did,2
order,1
french,1
fries,1
use,3
gave,1
packets,1
needed,1
other,1
secrets,1
hiding,1
bring,2
own,2
candy,1
movie,1
theater,1
beloved,1
anna,1
maria,1
hope,1
heaven's,1
powder,1
room,4
painted,1
eggshell,1
phone,2
buzzing,1
could,6
never,7
achieve,1
earth,1
sniffs,1
snuffling,1
apology,1
necessary,1
am,2
touched,1
legs,1
axe,1
tommy,1
shooter,1
share,1
grief,1
scoffs,1
those,1
guys,1
probably,1
fbi,3
informants,1
close,5
barely,1
counsel,1
indeed,1
complete,1
unquestioning,1
bones,1
wh,1
doing,1
call,2
russian,1
business,1
partner,1
yuri,4
nator,4
expect,1
screamed,1
punk,1
making,1
prank,1
begging,1
careful,2
wish,1
chop,1
pieces,1
rubik's,1
cube,1
which,1
solve,1
guess,1
improve,1
etiquette,1
fire,1
